chr	start	end	TF	genic
chrXV	725447	725448	Spt6	False
chrVIII	105209	105210	Spt6	False
chrX	157037	157038	Spt6	True
chrV	102079	102080	Spt6	True
chrVII	1001575	1001576	Spt6	True
chrXVI	174731	174732	Spt6	True
chrVIII	504385	504386	Spt6	False
chrXII	522965	522966	Spt6	True
chrII	291630	291631	Spt6	True
chrIV	130288	130289	Spt6	False
chrXII	441018	441019	Spt6	True
chrXIII	759888	759889	Spt6	True
chrXIV	494779	494780	Spt6	True
chrIII	148371	148372	Spt6	True
chrIV	221595	221596	Spt6	False
chrVII	787961	787962	Spt6	False
chrXVI	434117	434118	Spt6	False
chrIV	307300	307301	Spt6	True
chrXIII	760258	760259	Spt6	True
chrII	592271	592272	Spt6	True
chrXII	523384	523385	Spt6	False
chrIV	307581	307582	Spt6	True
chrXVI	822822	822823	Spt6	True
chrXIV	253952	253953	Spt6	False
chrXV	33511	33512	Spt6	False
chrII	414082	414083	Spt6	False
chrXII	780790	780791	Spt6	False
chrII	237132	237133	Spt6	False
chrX	652564	652565	Spt6	True
chrVII	939254	939255	Spt6	False
chrXI	552080	552081	Spt6	True
chrVIII	121386	121387	Spt6	True
chrXV	87905	87906	Spt6	True
chrII	591761	591762	Spt6	True
chrIV	355424	355425	Spt6	False
chrII	395232	395233	Spt6	False
chrIII	48927	48928	Spt6	True
chrIII	16607	16608	Spt6	True
chrIV	1450236	1450237	Spt6	True
chrXII	263961	263962	Spt6	False
chrIV	1492794	1492795	Spt6	False
chrXII	709234	709235	Spt6	True
chrV	236456	236457	Spt6	True
chrIX	231463	231464	Spt6	False
chrII	236673	236674	Spt6	True
chrVIII	362276	362277	Spt6	True
chrX	465988	465989	Spt6	True
chrVII	478400	478401	Spt6	True
chrXV	900091	900092	Spt6	False
chrIV	492444	492445	Spt6	False
chrXI	259442	259443	Spt6	True
chrXIV	416014	416015	Spt6	True
chrXIV	501694	501695	Spt6	True
chrXIII	552987	552988	Spt6	False
chrV	423780	423781	Spt6	False
chrVII	727644	727645	Spt6	True
chrXVI	654891	654892	Spt6	False
chrXVI	433524	433525	Spt6	True
chrVIII	115714	115715	Spt6	True
chrXV	623324	623325	Spt6	True
chrXV	31612	31613	Spt6	False
chrXII	857357	857358	Spt6	False
chrXII	819483	819484	Spt6	True
chrXV	87737	87738	Spt6	False
chrV	267827	267828	Spt6	True
chrXIV	253567	253568	Spt6	True
chrXV	648783	648784	Spt6	False
chrXIV	721557	721558	Spt6	True
chrXVI	377169	377170	Spt6	False
chrV	301374	301375	Spt6	True
chrXIII	552847	552848	Spt6	True
chrXI	110268	110269	Spt6	False
chrV	52997	52998	Spt6	True
chrIV	1239976	1239977	Spt6	True
chrV	284064	284065	Spt6	True
chrXIII	123145	123146	Spt6	False
chrV	283567	283568	Spt6	True
chrIII	178013	178014	Spt6	True
chrII	564355	564356	Spt6	True
chrXIV	414814	414815	Spt6	True
chrXVI	136478	136479	Spt6	False
chrVIII	553012	553013	Spt6	True
chrIV	1243596	1243597	Spt6	True
chrIII	178571	178572	Spt6	False
chrXIII	147399	147400	Spt6	False
chrXIII	550105	550106	Spt6	False
chrV	307268	307269	Spt6	False
chrII	373803	373804	Spt6	False
chrVII	784847	784848	Spt6	True
chrIV	1329077	1329078	Spt6	True
chrXII	930796	930797	Spt6	True
chrIII	57987	57988	Spt6	True
chrXIII	389931	389932	Spt6	True
chrI	131062	131063	Spt6	True
chrXII	795174	795175	Spt6	False
chrIV	218455	218456	Spt6	False
chrIX	25909	25910	Spt6	True
chrX	122728	122729	Spt6	True
chrV	283077	283078	Spt6	True
chrI	131552	131553	Spt6	True
chrII	60512	60513	Spt6	True
chrXV	28801	28802	Spt6	True
chrXV	867714	867715	Spt6	True
chrXVI	731281	731282	Spt6	True
chrXI	334189	334190	Spt6	False
chrX	702440	702441	Spt6	True
chrV	100953	100954	Spt6	True
chrXII	921432	921433	Spt6	True
chrXV	575679	575680	Spt6	True
chrXIV	413964	413965	Spt6	True
chrXI	618532	618533	Spt6	True
chrV	282577	282578	Spt6	False
chrXI	365000	365001	Spt6	False
chrXII	796113	796114	Spt6	False
chrIV	307084	307085	Spt6	True
chrXV	876953	876954	Spt6	True
chrXIV	88159	88160	Spt6	True
chrXV	30037	30038	Spt6	True
chrIX	321601	321602	Spt6	True
chrXV	978019	978020	Spt6	True
chrVII	921160	921161	Spt6	True
chrXIII	500507	500508	Spt6	True
chrXII	254081	254082	Spt6	True
chrXI	165149	165150	Spt6	True
chrV	303273	303274	Spt6	False
chrIV	416650	416651	Spt6	True
chrV	425143	425144	Spt6	False
chrXII	369951	369952	Spt6	True
chrXI	334374	334375	Spt6	False
chrXV	92610	92611	Spt6	True
chrVI	54554	54555	Spt6	True
chrXVI	352018	352019	Spt6	True
chrXIV	26304	26305	Spt6	True
chrXV	136120	136121	Spt6	False
chrXVI	75706	75707	Spt6	True
chrXIV	24443	24444	Spt6	True
chrXV	778447	778448	Spt6	False
chrVIII	148309	148310	Spt6	True
chrX	139408	139409	Spt6	False
chrXIII	733233	733234	Spt6	False
chrXV	622123	622124	Spt6	True
chrVII	961200	961201	Spt6	False
chrXV	575280	575281	Spt6	True
chrV	167072	167073	Spt6	False
chrXII	283761	283762	Spt6	False
chrX	381568	381569	Spt6	True
chrXVI	823242	823243	Spt6	True
chrIII	49958	49959	Spt6	True
chrII	168636	168637	Spt6	True
chrXII	951775	951776	Spt6	True
chrX	520633	520634	Spt6	True
chrXIV	505758	505759	Spt6	False
chrX	622486	622487	Spt6	True
chrXIII	511833	511834	Spt6	False
chrXI	164208	164209	Spt6	True
chrV	305334	305335	Spt6	True
chrXV	577380	577381	Spt6	True
chrXIV	722057	722058	Spt6	True
chrXIV	26804	26805	Spt6	True
chrVII	799639	799640	Spt6	True
chrXII	810085	810086	Spt6	True
chrVIII	487948	487949	Spt6	True
chrV	236873	236874	Spt6	True
chrVII	799249	799250	Spt6	True
chrX	76084	76085	Spt6	True
chrXIII	651599	651600	Spt6	True
chrX	519826	519827	Spt6	True
chrVII	437360	437361	Spt6	False
chrIV	1467164	1467165	Spt6	True
chrII	607261	607262	Spt6	False
chrXIII	123605	123606	Spt6	True
chrIX	98395	98396	Spt6	False
chrVII	783997	783998	Spt6	False
chrII	333674	333675	Spt6	True
chrXVI	304075	304076	Spt6	False
chrXIII	652758	652759	Spt6	True
chrXII	709710	709711	Spt6	True
chrIV	929418	929419	Spt6	False
chrII	255172	255173	Spt6	False
chrXII	369430	369431	Spt6	False
chrIV	1492324	1492325	Spt6	True
chrIII	122019	122020	Spt6	True
chrV	510600	510601	Spt6	True
chrVII	920750	920751	Spt6	True
chrVII	800157	800158	Spt6	False
chrII	300805	300806	Spt6	True
chrI	67551	67552	Spt6	False
chrVIII	290919	290920	Spt6	True
chrIV	1300737	1300738	Spt6	True
chrXV	32990	32991	Spt6	False
chrXII	282190	282191	Spt6	True
chrVIII	127560	127561	Spt6	False
chrI	225700	225701	Spt6	True
chrXV	259661	259662	Spt6	False
chrIII	57583	57584	Spt6	True
chrIV	306823	306824	Spt6	False
chrV	282197	282198	Spt6	True
chrIV	384688	384689	Spt6	True
chrXI	159434	159435	Spt6	False
chrII	613686	613687	Spt6	True
chrXV	977363	977364	Spt6	True
chrIV	356643	356644	Spt6	True
chrVII	476102	476103	Spt6	False
chrXV	1028063	1028064	Spt6	False
chrIV	465893	465894	Spt6	False
chrXV	305577	305578	Spt6	True
chrXV	842696	842697	Spt6	False
chrV	299142	299143	Spt6	True
chrXV	680660	680661	Spt6	False
chrVII	439735	439736	Spt6	False
chrXIV	108698	108699	Spt6	True
chrV	511110	511111	Spt6	True
chrIII	16095	16096	Spt6	True
chrIV	230567	230568	Spt6	False
chrV	545840	545841	Spt6	True
chrXIII	673479	673480	Spt6	True
chrIV	1354667	1354668	Spt6	False
chrXI	432158	432159	Spt6	True
chrIV	1360922	1360923	Spt6	False
chrXIV	63508	63509	Spt6	False
chrV	483565	483566	Spt6	True
chrXII	951575	951576	Spt6	True
chrV	67161	67162	Spt6	False
chrX	91444	91445	Spt6	True
chrXVI	643430	643431	Spt6	False
chrXV	897554	897555	Spt6	True
chrIV	116543	116544	Spt6	True
chrV	449774	449775	Spt6	False
chrVII	57103	57104	Spt6	True
chrVII	534561	534562	Spt6	False
chrVI	53236	53237	Spt6	False
chrX	520254	520255	Spt6	True
chrIV	1329937	1329938	Spt6	True
chrI	226118	226119	Spt6	True
chrVII	316995	316996	Spt6	False
chrVIII	518148	518149	Spt6	True
chrXII	817806	817807	Spt6	False
chrII	614706	614707	Spt6	False
chrIV	216894	216895	Spt6	True
chrXIII	550255	550256	Spt6	True
chrXVI	823632	823633	Spt6	True
chrV	267965	267966	Spt6	True
chrXIII	633099	633100	Spt6	True
chrVII	56662	56663	Spt6	True
chrIV	1269186	1269187	Spt6	True
chrIX	24764	24765	Spt6	True
chrXV	506840	506841	Spt6	False
chrX	465520	465521	Spt6	True
chrX	465100	465101	Spt6	True
chrII	393354	393355	Spt6	True
chrVI	75755	75756	Spt6	True
chrVII	25553	25554	Spt6	False
chrXII	709923	709924	Spt6	True
chrXII	708252	708253	Spt6	True
chrXIII	702058	702059	Spt6	True
chrIV	1163237	1163238	Spt6	True
chrXIII	633379	633380	Spt6	True
chrIV	721253	721254	Spt6	True
chrXV	32486	32487	Spt6	False
chrIV	1385518	1385519	Spt6	False
chrX	570319	570320	Spt6	True
chrX	702868	702869	Spt6	True
chrXIII	888918	888919	Spt6	False
chrIX	22922	22923	Spt6	False
chrXV	678086	678087	Spt6	False
chrXII	506775	506776	Spt6	True
chrV	505049	505050	Spt6	False
chrVII	611250	611251	Spt6	True
chrIV	1244246	1244247	Spt6	True
chrVII	1049452	1049453	Spt6	True
chrXI	613538	613539	Spt6	True
chrII	372518	372519	Spt6	True
chrXI	141644	141645	Spt6	False
chrXI	426978	426979	Spt6	False
chrV	269966	269967	Spt6	True
chrXIII	760787	760788	Spt6	True
chrIV	1206427	1206428	Spt6	False
chrXVI	372694	372695	Spt6	True
chrXI	309627	309628	Spt6	False
chrIV	930116	930117	Spt6	True
chrX	153905	153906	Spt6	True
chrVII	477060	477061	Spt6	True
chrXII	282090	282091	Spt6	True
chrII	82401	82402	Spt6	True
chrXIII	288414	288415	Spt6	True
chrV	300669	300670	Spt6	True
chrIV	469978	469979	Spt6	True
chrXIII	895266	895267	Spt6	True
chrXIII	732624	732625	Spt6	True
chrXIV	493946	493947	Spt6	False
chrXIV	61819	61820	Spt6	True
chrIV	466293	466294	Spt6	True
chrII	406861	406862	Spt6	True
chrXII	515527	515528	Spt6	True
chrXV	898037	898038	Spt6	True
chrVIII	386672	386673	Spt6	False
chrIV	525630	525631	Spt6	True
chrIV	1468234	1468235	Spt6	True
chrX	701942	701943	Spt6	False
chrXII	243490	243491	Spt6	False
chrXIV	494674	494675	Spt6	True
chrXIV	501244	501245	Spt6	False
chrV	178419	178420	Spt6	True
chrIX	28383	28384	Spt6	False
chrXV	92381	92382	Spt6	True
chrVIII	147790	147791	Spt6	False
chrV	300259	300260	Spt6	True
chrXVI	297722	297723	Spt6	True
chrIV	492265	492266	Spt6	True
chrI	141140	141141	Spt6	True
chrVIII	382017	382018	Spt6	True
chrII	225644	225645	Spt6	True
chrVII	365294	365295	Spt6	True
chrXII	673964	673965	Spt6	False
chrIII	49457	49458	Spt6	True
chrXVI	405813	405814	Spt6	True
chrXII	1002580	1002581	Spt6	True
chrXII	507274	507275	Spt6	True
chrVIII	374428	374429	Spt6	False
chrXIV	414634	414635	Spt6	True
chrXVI	824052	824053	Spt6	True
chrXI	555424	555425	Spt6	True
chrXVI	693651	693652	Spt6	True
chrIV	427479	427480	Spt6	True
chrV	101404	101405	Spt6	False
chrXI	613035	613036	Spt6	True
chrIV	1402710	1402711	Spt6	False
chrXV	897053	897054	Spt6	True
chrVII	477500	477501	Spt6	True
chrIV	428456	428457	Spt6	False
chrXIII	732893	732894	Spt6	True
chrIII	56768	56769	Spt6	False
chrVI	64757	64758	Spt6	True
chrIV	541616	541617	Spt6	False
chrVIII	517798	517799	Spt6	True
chrXV	900464	900465	Spt6	True
chrXIII	651369	651370	Spt6	True
chrXI	552382	552383	Spt6	False
chrV	301873	301874	Spt6	False
chrV	235984	235985	Spt6	True
chrIV	230488	230489	Spt6	True
chrVII	961418	961419	Spt6	True
chrIV	1236701	1236702	Spt6	True
chrXIV	502636	502637	Spt6	True
chrIV	416311	416312	Spt6	True
chrIX	25114	25115	Spt6	True
chrIV	601510	601511	Spt6	True
chrXIII	672979	672980	Spt6	True
chrXI	100809	100810	Spt6	True
chrV	323244	323245	Spt6	True
chrXV	798196	798197	Spt6	True
chrXIV	88552	88553	Spt6	True
chrXIV	27252	27253	Spt6	False
chrVIII	518552	518553	Spt6	True
chrIV	555588	555589	Spt6	False
chrXIV	282451	282452	Spt6	True
chrVII	1049751	1049752	Spt6	True
chrXIII	390835	390836	Spt6	False
chrXV	88096	88097	Spt6	True
chrXI	95970	95971	Spt6	True
chrXV	867442	867443	Spt6	True
chrXVI	830202	830203	Spt6	True
chrIV	526967	526968	Spt6	True
chrIX	322554	322555	Spt6	True
chrIV	1163938	1163939	Spt6	True
chrXVI	646419	646420	Spt6	False
chrIV	331268	331269	Spt6	True
chrXI	259698	259699	Spt6	False
chrIV	1467684	1467685	Spt6	True
chrVIII	374709	374710	Spt6	True
chrII	548405	548406	Spt6	True
chrX	413070	413071	Spt6	True
chrXIII	557693	557694	Spt6	True
chrXIV	332151	332152	Spt6	True
chrV	66941	66942	Spt6	False
chrXIII	672460	672461	Spt6	True
chrII	606931	606932	Spt6	True
chrXI	39057	39058	Spt6	False
chrIX	316952	316953	Spt6	True
chrVIII	552521	552522	Spt6	True
chrXIII	348818	348819	Spt6	True
chrXII	415972	415973	Spt6	True
chrVII	545368	545369	Spt6	False
chrII	563850	563851	Spt6	True
chrX	705640	705641	Spt6	False
chrV	304964	304965	Spt6	True
chrVII	476571	476572	Spt6	True
chrV	396928	396929	Spt6	True
chrIV	601056	601057	Spt6	True
chrXII	780990	780991	Spt6	False
chrXII	506376	506377	Spt6	True
chrXV	575859	575860	Spt6	True
chrXI	218078	218079	Spt6	True
chrXIV	331527	331528	Spt6	True
chrVII	227679	227680	Spt6	False
chrXIV	722447	722448	Spt6	True
chrVI	90379	90380	Spt6	False
chrV	305777	305778	Spt6	False
chrXVI	481630	481631	Spt6	True
chrVII	876945	876946	Spt6	True
chrV	408225	408226	Spt6	True
chrVIII	463265	463266	Spt6	True
chrXV	1042786	1042787	Spt6	True
chrVII	641574	641575	Spt6	True
chrVII	1049013	1049014	Spt6	True
chrXII	721188	721189	Spt6	True
chrXV	254804	254805	Spt6	False
chrVIII	81477	81478	Spt6	True
chrXI	534279	534280	Spt6	True
chrIV	1205965	1205966	Spt6	True
chrV	223373	223374	Spt6	True
chrXII	810595	810596	Spt6	True
chrIV	87718	87719	Spt6	True
chrXI	217576	217577	Spt6	True
chrVIII	462728	462729	Spt6	True
chrXIII	272414	272415	Spt6	True
chrIV	468123	468124	Spt6	True
chrXII	258506	258507	Spt6	True
chrIV	470553	470554	Spt6	False
chrXIV	352726	352727	Spt6	False
chrVII	787362	787363	Spt6	True
chrXVI	135168	135169	Spt6	True
chrX	705093	705094	Spt6	True
chrXIV	282852	282853	Spt6	True
chrXVI	41233	41234	Spt6	True
chrIV	1205155	1205156	Spt6	True
chrXII	280891	280892	Spt6	True
chrV	546280	546281	Spt6	True
chrIV	382653	382654	Spt6	True
chrVII	227559	227560	Spt6	False
chrVII	1058020	1058021	Spt6	True
chrV	300969	300970	Spt6	True
chrVII	921816	921817	Spt6	False
chrII	220214	220215	Spt6	True
chrXIII	674544	674545	Spt6	True
chrI	139819	139820	Spt6	True
chrXII	257968	257969	Spt6	False
chrXII	1040753	1040754	Spt6	True
chrIV	468633	468634	Spt6	True
chrII	452896	452897	Spt6	True
chrXI	551870	551871	Spt6	True
chrXIV	586394	586395	Spt6	False
chrIV	1163668	1163669	Spt6	True
chrXI	309359	309360	Spt6	True
chrI	132001	132002	Spt6	False
chrXII	720685	720686	Spt6	False
chrXVI	371143	371144	Spt6	True
chrXV	316072	316073	Spt6	True
chrIV	134516	134517	Spt6	True
chrXIV	415784	415785	Spt6	True
chrIX	26410	26411	Spt6	False
chrIV	929811	929812	Spt6	True
chrX	569820	569821	Spt6	True
chrVI	225711	225712	Spt6	True
chrX	412621	412622	Spt6	True
chrI	226603	226604	Spt6	True
chrIV	133620	133621	Spt6	True
chrXV	259530	259531	Spt6	False
chrIX	323826	323827	Spt6	True
chrVII	599610	599611	Spt6	True
chrIV	916815	916816	Spt6	True
chrII	223824	223825	Spt6	True
chrIV	526053	526054	Spt6	True
chrX	464620	464621	Spt6	True
chrVII	848169	848170	Spt6	True
chrVII	610779	610780	Spt6	True
chrXVI	516898	516899	Spt6	True
chrXII	729141	729142	Spt6	True
chrII	305672	305673	Spt6	True
chrX	521364	521365	Spt6	True
chrXIV	417883	417884	Spt6	True
chrXIII	753628	753629	Spt6	True
chrVIII	487638	487639	Spt6	True
chrV	461447	461448	Spt6	True
chrVII	1058486	1058487	Spt6	True
chrII	557296	557297	Spt6	True
chrXV	832642	832643	Spt6	False
chrX	382308	382309	Spt6	True
chrVII	364564	364565	Spt6	True
chrV	266406	266407	Spt6	False
chrXII	814803	814804	Spt6	True
chrXIV	720946	720947	Spt6	False
chrII	372242	372243	Spt6	True
chrVIII	552312	552313	Spt6	True
chrXV	472960	472961	Spt6	True
chrXVI	154129	154130	Spt6	False
chrIV	1466684	1466685	Spt6	True
chrXV	92130	92131	Spt6	True
chrXV	409408	409409	Spt6	True
chrV	27936	27937	Spt6	True
chrXVI	340130	340131	Spt6	True
chrV	299329	299330	Spt6	True
chrXVI	351629	351630	Spt6	True
chrXVI	352849	352850	Spt6	False
chrVII	545772	545773	Spt6	True
chrII	145438	145439	Spt6	True
chrXIII	226841	226842	Spt6	False
chrII	236786	236787	Spt6	True
chrXIII	879906	879907	Spt6	True
chrV	407808	407809	Spt6	True
chrXI	107511	107512	Spt6	True
chrV	504250	504251	Spt6	False
chrXII	441467	441468	Spt6	False
chrXII	811073	811074	Spt6	True
chrVII	365654	365655	Spt6	True
chrXII	730090	730091	Spt6	True
chrXV	841616	841617	Spt6	True
chrXV	724432	724433	Spt6	True
chrXII	210417	210418	Spt6	False
chrVI	64640	64641	Spt6	True
chrIV	472198	472199	Spt6	True
chrXII	649576	649577	Spt6	True
chrVII	973181	973182	Spt6	True
chrV	269267	269268	Spt6	False
chrIV	383491	383492	Spt6	True
chrIV	1022052	1022053	Spt6	True
chrIII	121497	121498	Spt6	True
chrXVI	514712	514713	Spt6	True
chrXIV	109055	109056	Spt6	False
chrV	504620	504621	Spt6	False
chrXIII	246373	246374	Spt6	True
chrXIII	170982	170983	Spt6	True
chrXI	384483	384484	Spt6	True
chrII	557626	557627	Spt6	True
chrXIII	484553	484554	Spt6	True
chrXII	673712	673713	Spt6	False
chrIV	382171	382172	Spt6	True
chrXVI	644895	644896	Spt6	True
chrVII	960149	960150	Spt6	True
chrXVI	580991	580992	Spt6	True
chrXII	722113	722114	Spt6	True
chrXIII	289424	289425	Spt6	True
chrIV	812386	812387	Spt6	True
chrVII	520875	520876	Spt6	False
chrXIII	20094	20095	Spt6	True
chrIV	331667	331668	Spt6	True
chrIV	526465	526466	Spt6	True
chrII	558310	558311	Spt6	False
chrII	223335	223336	Spt6	True
chrIX	26844	26845	Spt6	False
chrII	376375	376376	Spt6	False
chrXII	1038899	1038900	Spt6	False
chrI	140019	140020	Spt6	True
chrXVI	66376	66377	Spt6	True
chrXIV	575720	575721	Spt6	True
chrVII	1062887	1062888	Spt6	True
chrII	220628	220629	Spt6	False
chrVII	915521	915522	Spt6	True
chrXV	761746	761747	Spt6	True
chrIV	1205536	1205537	Spt6	True
chrXIV	187032	187033	Spt6	False
chrXIV	216801	216802	Spt6	True
chrXII	265030	265031	Spt6	True
chrVII	824220	824221	Spt6	True
chrVII	1061889	1061890	Spt6	True
chrXI	106592	106593	Spt6	True
chrV	265481	265482	Spt6	True
chrIX	84505	84506	Spt6	True
chrIV	116969	116970	Spt6	False
chrV	511612	511613	Spt6	True
chrX	382788	382789	Spt6	True
chrIV	155632	155633	Spt6	True
chrVII	973643	973644	Spt6	True
chrXII	166762	166763	Spt6	True
chrIV	1013383	1013384	Spt6	False
chrXIII	390273	390274	Spt6	True
chrXVI	101151	101152	Spt6	True
chrII	429843	429844	Spt6	True
chrII	393173	393174	Spt6	True
chrIV	217838	217839	Spt6	True
chrXI	106198	106199	Spt6	True
chrIV	1450006	1450007	Spt6	True
chrV	224977	224978	Spt6	True
chrIV	466752	466753	Spt6	True
chrXII	546375	546376	Spt6	True
chrXI	338500	338501	Spt6	True
chrIV	1468194	1468195	Spt6	True
chrXV	961504	961505	Spt6	True
chrXV	32047	32048	Spt6	False
chrII	453454	453455	Spt6	False
chrVI	44184	44185	Spt6	True
chrIV	415821	415822	Spt6	True
chrVIII	119853	119854	Spt6	False
chrXII	815334	815335	Spt6	True
chrXI	101715	101716	Spt6	True
chrIV	1329273	1329274	Spt6	True
chrXIV	65953	65954	Spt6	True
chrV	285531	285532	Spt6	True
chrIII	229641	229642	Spt6	True
chrXVI	96539	96540	Spt6	True
chrIV	427666	427667	Spt6	True
chrXII	952375	952376	Spt6	True
chrXII	1041124	1041125	Spt6	True
chrXIII	288924	288925	Spt6	True
chrV	51973	51974	Spt6	False
chrXI	615902	615903	Spt6	True
chrXII	197106	197107	Spt6	True
chrXII	812959	812960	Spt6	True
chrXV	110639	110640	Spt6	False
chrV	407405	407406	Spt6	True
chrXV	88285	88286	Spt6	True
chrVIII	385497	385498	Spt6	False
chrXII	1039550	1039551	Spt6	True
chrXII	815778	815779	Spt6	False
chrVIII	120326	120327	Spt6	True
chrXV	724671	724672	Spt6	True
chrXVI	693191	693192	Spt6	True
chrXIII	761307	761308	Spt6	True
chrXI	70015	70016	Spt6	True
chrXI	555234	555235	Spt6	True
chrXIII	762609	762610	Spt6	False
chrXIV	493744	493745	Spt6	False
chrXIII	702411	702412	Spt6	True
chrX	521500	521501	Spt6	True
chrXIII	672069	672070	Spt6	True
chrXVI	515192	515193	Spt6	True
chrXVI	592820	592821	Spt6	True
chrXII	201970	201971	Spt6	False
chrIV	1021623	1021624	Spt6	True
chrIV	306595	306596	Spt6	False
chrXII	39964	39965	Spt6	True
chrXII	812489	812490	Spt6	True
chrXII	904220	904221	Spt6	True
chrI	100827	100828	Spt6	True
chrXVI	298122	298123	Spt6	False
chrXV	217413	217414	Spt6	True
chrIV	1330419	1330420	Spt6	False
chrVII	600880	600881	Spt6	True
chrXI	218495	218496	Spt6	False
chrXI	103108	103109	Spt6	True
chrXVI	372199	372200	Spt6	True
chrXV	760972	760973	Spt6	True
chrXII	664651	664652	Spt6	True
chrXV	1041907	1041908	Spt6	True
chrXIV	229730	229731	Spt6	False
chrXIV	721347	721348	Spt6	True
chrXII	515905	515906	Spt6	True
chrV	223877	223878	Spt6	True
chrIV	1330736	1330737	Spt6	False
chrXIV	167550	167551	Spt6	True
chrIV	383172	383173	Spt6	True
chrVII	847624	847625	Spt6	True
chrXI	426479	426480	Spt6	True
chrVII	1062388	1062389	Spt6	True
chrXIII	674399	674400	Spt6	True
chrVIII	499829	499830	Spt6	True
chrIV	385475	385476	Spt6	True
chrII	46268	46269	Spt6	True
chrXI	208851	208852	Spt6	True
chrX	383205	383206	Spt6	True
chrXVI	481687	481688	Spt6	True
chrXIV	187283	187284	Spt6	True
chrXVI	731170	731171	Spt6	False
chrV	269886	269887	Spt6	True
chrVI	76180	76181	Spt6	False
chrVIII	127451	127452	Spt6	True
chrXIV	415534	415535	Spt6	True
chrXIII	761699	761700	Spt6	True
chrX	91739	91740	Spt6	False
chrX	280368	280369	Spt6	True
chrXV	797747	797748	Spt6	True
chrX	153625	153626	Spt6	True
chrXI	555945	555946	Spt6	True
chrXIV	758735	758736	Spt6	True
chrV	194270	194271	Spt6	False
chrXV	473361	473362	Spt6	True
chrX	381947	381948	Spt6	True
chrXV	1004769	1004770	Spt6	False
chrXV	1042338	1042339	Spt6	True
chrXIII	252761	252762	Spt6	True
chrXVI	649280	649281	Spt6	True
chrXIII	219563	219564	Spt6	True
chrXII	813429	813430	Spt6	True
chrVII	398813	398814	Spt6	True
chrV	266567	266568	Spt6	True
chrVIII	553412	553413	Spt6	True
chrIV	602007	602008	Spt6	False
chrIV	333069	333070	Spt6	False
chrXII	712325	712326	Spt6	False
chrVIII	362671	362672	Spt6	True
chrXI	101237	101238	Spt6	True
chrIX	323082	323083	Spt6	True
chrIX	323433	323434	Spt6	True
chrXII	546849	546850	Spt6	True
chrX	411471	411472	Spt6	True
chrXV	286335	286336	Spt6	True
chrIV	1288578	1288579	Spt6	True
chrV	335586	335587	Spt6	False
chrXV	1017261	1017262	Spt6	True
chrXII	811549	811550	Spt6	True
chrVIII	462885	462886	Spt6	True
chrXV	30257	30258	Spt6	True
chrV	512150	512151	Spt6	False
chrXV	60785	60786	Spt6	True
chrX	190300	190301	Spt6	False
chrV	408759	408760	Spt6	True
chrVII	806953	806954	Spt6	True
chrXIII	558187	558188	Spt6	True
chrXII	921895	921896	Spt6	False
chrXV	506139	506140	Spt6	True
chrX	125349	125350	Spt6	True
